Epoch,TrainLoss,ValidLoss
264,6.796533853048459e-07,6.9451680246857e-07
265,7.144788469304331e-07,6.660193131817019e-07
266,7.878231504795016e-07,7.093249716187226e-07
267,6.98504101137587e-07,7.852350525657433e-07
268,6.972950378288563e-07,7.08552465766843e-07
269,7.034012166210838e-07,8.361397514515071e-07
270,7.383487021191588e-07,7.251694796650554e-07
271,6.574994680856131e-07,6.516480387593522e-07
272,6.015908221949454e-07,6.569948160025281e-07
273,6.58137003028969e-07,8.369125490996036e-07
274,7.715776746408665e-07,8.255388100527247e-07
275,8.536466718093531e-07,6.491147852708915e-07
276,7.45801281709646e-07,8.036588421115691e-07
277,6.424442839640203e-07,6.633271671792803e-07
278,6.583626145584276e-07,7.573646674548702e-07
279,6.730158039166174e-07,7.136108630826735e-07
280,6.34141283247421e-07,6.197563000872226e-07
281,6.502019042879207e-07,8.608313464719685e-07
282,6.343802529803118e-07,6.950699495670658e-07
283,6.292583899873231e-07,6.487572553245021e-07
284,5.89494565398733e-07,5.853138342596746e-07
285,5.840396208138069e-07,6.285753405184854e-07
286,5.83099517825758e-07,5.916680568892237e-07
287,5.886131551354386e-07,5.566697514799065e-07
288,6.154571015789164e-07,5.938531103311107e-07
289,5.595455206730549e-07,5.975020750762875e-07
290,6.018657378111432e-07,6.361739091668521e-07
291,7.164795287432449e-07,8.876648090942278e-07
292,7.151570400765194e-07,6.720786511020075e-07
293,5.946376802512531e-07,6.673464364818452e-07
294,6.013077362846767e-07,6.216710820202328e-07
295,5.757355078609786e-07,6.140340209033941e-07
296,6.212718669000121e-07,9.581065796737675e-07
297,7.411364549625432e-07,7.679323440849354e-07
298,7.076207282352698e-07,7.055629794194828e-07
299,6.231501345155266e-07,7.680030914040496e-07
300,7.538641739301966e-07,8.860923382295975e-07
301,7.175192668758731e-07,6.661737756985531e-07
302,6.134442912753002e-07,5.571121941253902e-07
303,5.830357698262863e-07,5.254987475685387e-07
304,5.532265523318832e-07,6.098756368070705e-07
305,5.381466792186984e-07,5.707062503764367e-07
306,5.560849975457434e-07,6.678425791051268e-07
307,5.550689744874641e-07,5.401516925000275e-07
308,5.25608777479647e-07,5.264954779704567e-07
309,5.341271484364066e-07,5.6350234369044e-07
310,5.249891728453803e-07,5.527251971670921e-07
311,5.324290270891652e-07,5.738445831108644e-07
312,5.511398076881354e-07,6.527005856090303e-07
313,5.529865272061822e-07,5.680981606322651e-07
314,5.307948204820907e-07,5.412469363363926e-07
315,5.271238857555242e-07,5.4397734553883e-07
316,5.136139369218048e-07,5.450306294581726e-07
317,5.160508862900314e-07,5.229426979743341e-07
318,5.326876134859049e-07,5.920203269245879e-07
319,5.383424744801838e-07,5.680518938788736e-07
320,5.462456859580318e-07,5.360485033634177e-07
321,5.687551113927232e-07,6.84886451078152e-07
322,6.145444274352485e-07,6.049651384879932e-07
323,5.239407376696666e-07,5.712596437964142e-07
324,5.403054975280005e-07,5.379994547638489e-07
325,5.413695040109208e-07,5.579157004831359e-07
326,5.134406497594076e-07,5.405390368196095e-07
327,5.127238883536241e-07,5.273625428496113e-07
328,5.125967163621681e-07,5.131160188890741e-07
329,5.208741185924737e-07,5.220081807995787e-07
330,5.126656390075369e-07,5.318258634664138e-07
331,5.330117630819586e-07,6.285883614509658e-07
332,5.299716463014193e-07,4.85631570275776e-07
333,4.881333704058003e-07,5.140046444770027e-07
334,4.895448417604106e-07,4.927839881929685e-07
335,4.830757802665175e-07,5.07621439282957e-07
336,4.852807592214958e-07,4.802400402089309e-07
337,5.188276702483563e-07,4.885301185216424e-07
338,4.842644974208572e-07,5.31926646848054e-07
339,4.898648057860556e-07,4.866994459007401e-07
340,4.811384693918323e-07,5.905118731182786e-07
341,4.871083054543609e-07,4.6176546106835305e-07
342,4.7422167313015964e-07,5.834369706766059e-07
343,5.346663234225465e-07,4.5026383001337913e-07
344,4.5000758935505777e-07,4.777135378238503e-07
345,4.826031348178124e-07,5.101400707493061e-07
346,5.22535585408453e-07,5.578065042755043e-07
347,4.908317180252198e-07,5.254774691820785e-07
348,4.512289687378749e-07,4.6282794604242855e-07
349,4.3724097243587796e-07,4.97928903087086e-07
350,4.6844939447510117e-07,5.588282760982111e-07
351,5.027693797880299e-07,5.183833025057538e-07
352,5.276455586529968e-07,4.816267410963822e-07
353,5.176167386859258e-07,5.019797830148794e-07
354,5.302162113215066e-07,6.027702814511334e-07
355,4.889267358976212e-07,4.840310471839378e-07
356,5.069762986901575e-07,5.727729046611785e-07
357,5.11086506094216e-07,4.7650689036042117e-07
358,4.4513165372942843e-07,4.401015758048743e-07
359,4.387080631810628e-07,4.5420682113217483e-07
360,4.716300831357027e-07,4.996539852678931e-07
361,5.208631819186849e-07,4.651236470939087e-07
362,4.928250575630954e-07,5.141513459723986e-07
363,4.952227016019606e-07,4.5380804749584056e-07
364,4.5073753369706536e-07,4.7288724166113144e-07
365,4.465628857512153e-07,4.427809168798073e-07
366,4.3305576771975517e-07,4.180253635392243e-07
367,4.434479649262357e-07,4.842396720050602e-07
368,4.479794085909816e-07,4.825906027387342e-07
369,4.436174416847886e-07,4.61209932230607e-07
370,4.898074223547156e-07,5.06620887108511e-07
371,5.415326275700257e-07,6.53004675162568e-07
372,5.310262527776406e-07,4.6415786224921856e-07
373,4.5021476656377977e-07,5.197331063300226e-07
374,4.720136284201241e-07,4.283445832697907e-07
375,4.4522120485150177e-07,4.871596142190052e-07
376,4.594743093851624e-07,4.490447167881939e-07
377,4.719531849180688e-07,4.609939859771354e-07
378,4.460265017769416e-07,4.3000476352972327e-07
379,4.2902776726805313e-07,4.4634338678406495e-07
380,4.164487146833077e-07,4.1497074316036257e-07
381,4.3458884230555365e-07,4.4057749259233485e-07
382,4.3347781684133226e-07,5.088637256752312e-07
383,4.482230110625096e-07,3.9271776965203267e-07
384,4.235321038474164e-07,4.424449836430237e-07
385,4.3351310523576104e-07,4.786997199820083e-07
386,4.306840025947167e-07,4.3470320557995973e-07
387,4.1775785841006534e-07,4.3495748892989163e-07
388,4.319717788803246e-07,5.193544817908938e-07
389,4.408245539859005e-07,4.2556982104239676e-07
390,4.169439970761838e-07,4.001356861256985e-07
391,4.517974161899474e-07,4.80398779245661e-07
392,5.077877726004469e-07,5.1774942069945e-07
393,4.7383941629656573e-07,5.182808574015023e-07
394,4.803030966134732e-07,4.0722264126695034e-07
395,4.5943637019263404e-07,5.049141482989701e-07
396,4.6037473187728515e-07,4.840043250927313e-07
397,4.4598323256650474e-07,4.4144354660602403e-07
398,4.6828055625762016e-07,4.3135266120467956e-07
399,4.3788680462360695e-07,4.349792580645347e-07
400,5.474465865518141e-07,7.25979926604244e-07
401,5.22869256277166e-07,5.157679121718199e-07
402,5.015636361349607e-07,4.991722353982672e-07
403,4.574239767407562e-07,4.6572118890253477e-07
404,4.4649392899979526e-07,4.0537420318287334e-07
405,4.107136722571643e-07,4.089411712963435e-07
406,4.0726256808435814e-07,3.722347713619456e-07
407,4.2016105036661123e-07,4.244228117992558e-07
408,4.2027672482921236e-07,4.224079115526062e-07
409,4.3332389054739906e-07,4.047162491360723e-07
410,4.135160547017828e-07,4.385151309331074e-07
411,4.1901931808752123e-07,4.388742430213218e-07
412,4.177707182861923e-07,4.4269607807715753e-07
413,4.72008893363333e-07,4.736958734004778e-07
414,4.3627824008278064e-07,4.5420133574225476e-07
415,4.192377806096677e-07,4.1970399706769966e-07
416,4.127039574086666e-07,4.365780625903426e-07
417,4.294749298120829e-07,4.186901909027559e-07
418,4.448039040501802e-07,4.2754822591935713e-07
419,4.045334113319162e-07,4.0451008279281574e-07
420,4.013640534594742e-07,4.017542039491673e-07
421,3.935512287019568e-07,4.686325799715026e-07
422,4.2668622768360365e-07,4.6379350540822394e-07
423,4.0293225917290935e-07,4.3310519401984495e-07
424,3.9881140120693693e-07,4.5745547936348887e-07
425,4.1406122572122207e-07,4.2969711368338417e-07
426,4.1134534285447443e-07,4.5290362322703003e-07
427,4.36472259934817e-07,4.389487780069127e-07
428,4.391344930354535e-07,5.458007194647508e-07
429,6.187277165281557e-07,5.034616719967744e-07
430,6.500984663186197e-07,5.805461417670206e-07
431,4.901215580351466e-07,4.632318223229959e-07
432,4.206164040472989e-07,4.0640135997212684e-07
433,3.9651992267408787e-07,4.4781309422129804e-07
434,4.5221147881117456e-07,4.758658405989991e-07
435,4.513291950540103e-07,4.7007291641421035e-07
436,4.501106976325294e-07,3.891015921908547e-07
437,4.200710198650389e-07,4.375202024675673e-07
438,5.033124599170454e-07,4.2157723025108376e-07
439,4.26430866203494e-07,3.6773237373684725e-07
440,3.9242695872114077e-07,3.9380117110946837e-07
441,4.3269631267624693e-07,4.0742797295934e-07
442,4.333890425793167e-07,5.046693331678398e-07
443,5.188160306109542e-07,6.092295014544409e-07
444,4.617654402257661e-07,4.987931902178388e-07
445,5.684445795850479e-07,5.554218773795583e-07
446,5.29655020879242e-07,5.131758769039152e-07
447,4.899736154584389e-07,4.7277879957619005e-07
448,5.067246130844675e-07,4.815997518411071e-07
449,4.804860319988317e-07,4.330863722164698e-07
450,3.9553013569578374e-07,3.801007541900011e-07
451,4.039063943158302e-07,3.810332145803841e-07
452,3.95757575688549e-07,4.4002700292367083e-07
453,4.048855222057076e-07,3.935348757977408e-07
454,4.044967530110929e-07,3.488245264785898e-07
455,3.65032058387745e-07,3.7493988050603854e-07
456,3.973137343867469e-07,3.9522301449324003e-07
457,4.0452066514262696e-07,4.691860510774859e-07
458,4.593887998301701e-07,4.066120974736502e-07
459,4.129697932360917e-07,3.883908808196187e-07
460,4.221960921313439e-07,3.9642298664451423e-07
461,4.280751464117808e-07,4.5398723311033485e-07
462,4.871662762676958e-07,4.552874429464282e-07
463,3.7900585330892985e-07,3.623553311626893e-07
464,4.733277554199352e-07,3.962837505847953e-07
465,3.797506716788727e-07,4.091502660230617e-07
466,3.924070881566877e-07,5.609921534717918e-07
467,5.205349585442794e-07,4.856415709279342e-07
468,5.057311094939602e-07,5.631863321771864e-07
469,5.525625965674408e-07,9.719508094955623e-07
470,5.538305553424531e-07,5.148417415057338e-07
471,4.988550150149724e-07,5.368572260522341e-07
472,4.805864818990813e-07,5.028948123708687e-07
473,4.7240098600317044e-07,5.849905960531032e-07
474,4.2820177744336735e-07,3.6443791581556674e-07
475,4.2356725771242054e-07,4.1973397060246496e-07
476,4.856343574980807e-07,4.3855677063220354e-07
477,4.65523665601116e-07,4.491405358445869e-07
478,6.033238946656638e-07,7.853181917501691e-07
479,6.755640185929224e-07,4.6105261996369034e-07
480,7.350721508222098e-07,4.7178691981268154e-07
481,6.156406224514892e-07,5.276187607705652e-07
482,5.904734469671287e-07,3.6573741037197274e-07
483,4.1863509257685414e-07,3.717244529373905e-07
484,4.463650498109928e-07,3.5876652191291216e-07
485,4.213486950751152e-07,3.962254292370441e-07
486,4.1780436201103535e-07,3.8301984659483426e-07
487,5.042858807276692e-07,4.7220022452165723e-07
488,5.08208556008564e-07,7.853155617946565e-07
489,6.305755941108752e-07,4.398339948844902e-07
490,5.158712156116963e-07,6.437137585635355e-07
491,4.388041683493308e-07,3.58001974139673e-07
492,4.06582184571865e-07,4.450987754959594e-07
493,4.6822230312197156e-07,5.710860288369682e-07
494,6.386140019761418e-07,6.933694824814059e-07
495,6.056682082089538e-07,6.106865688101e-07
496,6.137504972988002e-07,8.098792704913649e-07
497,8.145067795339856e-07,5.65882745225584e-07
498,6.203736385638573e-07,4.2336042724855363e-07
499,4.0310430525399474e-07,4.417017218353673e-07
500,4.2947323966776217e-07,5.148359813726226e-07
501,5.369028334219668e-07,7.376652850628792e-07
502,4.841577113741854e-07,4.905855045459854e-07
503,4.888509655150604e-07,3.827345930555263e-07
504,4.790680918631551e-07,3.8670830804221623e-07
505,5.596729920398502e-07,5.030781627131849e-07
506,5.66922172614189e-07,4.917594462009826e-07
507,5.27564128560698e-07,4.889385744869894e-07
508,5.083882228973379e-07,8.45333632544983e-07
509,7.026547791610937e-07,6.226270481117051e-07
510,5.326572363628656e-07,4.206459209399327e-07
511,4.239150541707204e-07,3.7928473943793507e-07
512,4.6216147021975e-07,6.200735280496398e-07
513,1.2016768134041437e-06,1.6229036646109307e-06
514,9.648569725110671e-07,6.392665454768576e-07
515,8.509935469191987e-07,8.563750157009053e-07
516,7.306387146854831e-07,7.979540744903109e-07
517,5.473140144355663e-07,4.034315149207638e-07
518,6.397720047364904e-07,6.268018599560795e-07
519,7.291783826228009e-07,6.211928166521829e-07
520,5.769908644500295e-07,6.79131596825755e-07
521,4.875729208227616e-07,5.43066096270195e-07
522,7.036372115483876e-07,7.472572936724949e-07
523,4.5326793269850895e-07,4.747496821740545e-07
524,5.36165534488949e-07,6.252629532355058e-07
525,6.969662535993848e-07,1.691584429863724e-06
526,1.6693735574335733e-06,4.854560938838404e-06
527,2.071641536834553e-06,1.6859762581589166e-06
528,9.115714040793439e-07,4.4131135155112135e-07
529,6.763349460925383e-07,6.692625940255918e-07
530,6.830616769093467e-07,4.754811091819041e-07
531,4.7644256066329643e-07,5.890602286247788e-07
532,4.404927646343519e-07,3.391804739294457e-07
533,3.6209257624856643e-07,3.7581353922178097e-07
534,3.807647677452527e-07,3.6162435132306804e-07
535,4.648390756756271e-07,3.569668422187533e-07
536,4.401045600843645e-07,4.408667299079146e-07
537,4.5113154859185066e-07,5.669955802053057e-07
538,5.33904854667829e-07,5.710566748954686e-07
539,5.258639779034032e-07,5.15299797143598e-07
540,3.9406572038084657e-07,3.7896010477804037e-07
541,4.2149193291152187e-07,4.1485798002819744e-07
542,3.8114935894858113e-07,3.2904762482151757e-07
543,3.7728465921797277e-07,3.5224747610603423e-07
544,4.212677386779736e-07,8.673366285923597e-07
545,6.910847938949398e-07,4.103661391733719e-07
546,5.058035981164721e-07,5.207402258141277e-07
547,4.3674621679201665e-07,3.9663689032446807e-07
548,7.36852789865831e-07,7.618050365939174e-07
549,8.523083370922299e-07,9.562250246138623e-07
550,6.021477133799635e-07,7.083033551680274e-07
551,5.333161766429839e-07,6.338184713664911e-07
552,5.096701859959769e-07,4.557733348065085e-07
553,3.774256185806735e-07,3.349472497878499e-07
554,3.847555528106265e-07,5.044616481579093e-07
555,4.2746489915164905e-07,3.7550829953640154e-07
556,4.3886005395658383e-07,5.783996925856627e-07
557,3.860085807142847e-07,3.48749883490503e-07
558,3.609477990570061e-07,5.929975524547142e-07
559,4.278189256486561e-07,4.55793999284045e-07
560,5.490499044450795e-07,3.4622305520315424e-07
561,5.696986818293226e-07,6.969285323066288e-07
562,5.252353294811958e-07,4.232059893638507e-07
563,4.471261301356814e-07,3.5190380837472427e-07
564,5.206562358731996e-07,5.964264725359196e-07
565,6.9678748862619e-07,5.849561830473249e-07
566,4.988127178269981e-07,5.900905800141724e-07
567,6.863648252419807e-07,5.587401915363444e-07
